video_id,title,description,channel_id,channel_title,published_at,view_count,like_count,comment_count,engagement_rate,subscriber_count,is_trending,duration,tags,hashtags,sentiment_score,sample_comment,collected_at,collection_method
9ce0aa97ab8,Neutrogena Skincare Routine #17 - Dermatologist Approved,My neutrogena routine that cleared my skin! #skincare #neutrogena #neutrogena,channel_1043,ClearSkinJourney,2025-09-08T08:18:08.020424,117079,4939,391,4.55,394384,True,PT45S,neutrogena|skincare|beauty|neutrogena,skincare|neutrogena|neutrogena|beauty,0.3,Finally found something that works for my sensitive skin,2025-10-25T08:18:08.020426,mock
a3e1eef1614,Neutrogena Skincare Routine #18 - Dermatologist Approved,My neutrogena routine that cleared my skin! #skincare #neutrogena #neutrogena,channel_4991,ClearSkinJourney,2025-10-01T08:18:08.020431,109776,4077,529,4.2,260588,True,PT45S,neutrogena|skincare|beauty|neutrogena,skincare|neutrogena|neutrogena|beauty,0.3,Tried this after seeing your video - game changer!,2025-10-25T08:18:08.020433,mock
d5b704f3871,Neutrogena Skincare Routine #19 - Dermatologist Approved,My neutrogena routine that cleared my skin! #skincare #neutrogena #neutrogena,channel_9027,SkincareByCassandra,2025-10-01T08:18:08.020438,163252,8811,294,5.58,228559,True,PT45S,neutrogena|skincare|beauty|neutrogena,skincare|neutrogena|neutrogena|beauty,0.2,Tried this after seeing your video - game changer!,2025-10-25T08:18:08.020441,mock
6eaba7298c0,Neutrogena Skincare Routine #20 - Dermatologist Approved,My neutrogena routine that cleared my skin! #skincare #neutrogena #neutrogena,channel_9059,BeautyRoutineDaily,2025-10-08T08:18:08.020445,160921,11766,659,7.72,296423,True,PT45S,neutrogena|skincare|beauty|neutrogena,skincare|neutrogena|neutrogena|beauty,0.4,How long did it take to see results?,2025-10-25T08:18:08.020448,mock
841611e42ad,Neutrogena Skincare Routine #21 - Dermatologist Approved,My neutrogena routine that cleared my skin! #skincare #neutrogena #neutrogena,channel_5293,BeautyRoutineDaily,2025-10-02T08:18:08.020452,244190,15085,744,6.48,173174,True,PT45S,neutrogena|skincare|beauty|neutrogena,skincare|neutrogena|neutrogena|beauty,0.6,Finally found something that works for my sensitive skin,2025-10-25T08:18:08.020455,mock
259a10061c1,Neutrogena Skincare Routine #22 - Dermatologist Approved,My neutrogena routine that cleared my skin! #skincare #neutrogena #neutrogena,channel_2600,SkincareByCassandra,2025-09-19T08:18:08.020459,147887,9541,598,6.86,144928,True,PT45S,neutrogena|skincare|beauty|neutrogena,skincare|neutrogena|neutrogena|beauty,0.2,Been using this for 2 weeks and already seeing results,2025-10-25T08:18:08.020462,mock
f27d0de84d0,Neutrogena Skincare Routine #23 - Dermatologist Approved,My neutrogena routine that cleared my skin! #skincare #neutrogena #neutrogena,channel_9565,BeautyRoutineDaily,2025-09-18T08:18:08.020467,151855,6144,450,4.34,343601,True,PT45S,neutrogena|skincare|beauty|neutrogena,skincare|neutrogena|neutrogena|beauty,0.5,Where can I buy this?,2025-10-25T08:18:08.020470,mock
f4e25a857d9,Neutrogena Skincare Routine #24 - Dermatologist Approved,My neutrogena routine that cleared my skin! #skincare #neutrogena #neutrogena,channel_9392,DermatologyExperts,2025-09-17T08:18:08.020474,143823,6671,207,4.78,244973,True,PT45S,neutrogena|skincare|beauty|neutrogena,skincare|neutrogena|neutrogena|beauty,0.6,Where can I buy this?,2025-10-25T08:18:08.020477,mock
8419a289b72,Neutrogena Skincare Routine #25 - Dermatologist Approved,My neutrogena routine that cleared my skin! #skincare #neutrogena #neutrogena,channel_3973,GlowingSkinTips,2025-09-14T08:18:08.020481,172027,6287,249,3.8,229574,True,PT45S,neutrogena|skincare|beauty|neutrogena,skincare|neutrogena|neutrogena|beauty,0.4,My dermatologist recommended this and it works!,2025-10-25T08:18:08.020484,mock
854cc088877,Neutrogena Skincare Skincare Routine #1 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_3456,DermatologyExperts,2025-07-29T08:18:08.020495,91678,3643,319,4.32,122521,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.3,Love this! The price point is amazing too,2025-10-25T08:18:08.020504,mock
50caf38d37d,Neutrogena Skincare Skincare Routine #2 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_7386,GlowingSkinTips,2025-08-30T08:18:08.020509,188268,13561,855,7.66,167525,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.4,This is my holy grail product now,2025-10-25T08:18:08.020512,mock
a84a345512b,Neutrogena Skincare Skincare Routine #3 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_3012,DermatologyExperts,2025-08-16T08:18:08.020516,173996,9226,375,5.52,275584,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.7,Finally found something that works for my sensitive skin,2025-10-25T08:18:08.020519,mock
0e4fa750b6b,Neutrogena Skincare Skincare Routine #4 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_5179,SkincareByCassandra,2025-09-27T08:18:08.020523,187851,9790,735,5.6,163686,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.5,This product changed my skin! So glad I tried it,2025-10-25T08:18:08.020527,mock
5a3750ee802,Neutrogena Skincare Skincare Routine #5 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_2519,GlowingSkinTips,2025-08-07T08:18:08.020531,172285,13096,729,8.02,408246,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.3,Been using this for 2 weeks and already seeing results,2025-10-25T08:18:08.020534,mock
1f0b6b82d53,Neutrogena Skincare Skincare Routine #6 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_2961,ClearSkinJourney,2025-10-23T08:18:08.020538,93447,5358,425,6.19,55084,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.4,This product changed my skin! So glad I tried it,2025-10-25T08:18:08.020541,mock
a37625745da,Neutrogena Skincare Skincare Routine #7 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_6957,ClearSkinJourney,2025-10-21T08:18:08.020545,94137,3205,211,3.63,494459,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.6,Love this! The price point is amazing too,2025-10-25T08:18:08.020548,mock
09326b37b38,Neutrogena Skincare Skincare Routine #8 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_4281,ClearSkinJourney,2025-09-08T08:18:08.020553,112784,6357,412,6.0,122877,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.2,Tried this after seeing your video - game changer!,2025-10-25T08:18:08.020556,mock
49e59b5a169,Neutrogena Skincare Skincare Routine #9 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_5313,DermatologyExperts,2025-08-29T08:18:08.020561,179473,9705,488,5.68,358395,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.2,Tried this after seeing your video - game changer!,2025-10-25T08:18:08.020564,mock
26c973a1386,Neutrogena Skincare Skincare Routine #10 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_4646,BeautyRoutineDaily,2025-08-06T08:18:08.020568,193346,8817,703,4.92,174946,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.5,Where can I buy this?,2025-10-25T08:18:08.020571,mock
3d905739184,Neutrogena Skincare Skincare Routine #11 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_7466,DermatologyExperts,2025-08-10T08:18:08.020575,115501,3999,432,3.84,197566,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.6,My dermatologist recommended this and it works!,2025-10-25T08:18:08.020578,mock
d8ed69660f1,Neutrogena Skincare Skincare Routine #12 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_4400,GlowingSkinTips,2025-08-19T08:18:08.020585,108192,3472,479,3.65,179676,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.3,Where can I buy this?,2025-10-25T08:18:08.020588,mock
7bd554d04d7,Neutrogena Skincare Skincare Routine #13 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_2504,DermatologyExperts,2025-09-09T08:18:08.020592,101413,3844,188,3.98,241109,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.6,This is my holy grail product now,2025-10-25T08:18:08.020595,mock
af1a4cc0386,Neutrogena Skincare Skincare Routine #14 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_6115,GlowingSkinTips,2025-09-08T08:18:08.020600,162610,7175,656,4.82,318249,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.3,Been using this for 2 weeks and already seeing results,2025-10-25T08:18:08.020603,mock
8671fa151c6,Neutrogena Skincare Skincare Routine #15 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_2958,GlowingSkinTips,2025-10-04T08:18:08.020607,169139,6642,342,4.13,345867,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.2,Where can I buy this?,2025-10-25T08:18:08.020610,mock
b3faed80d04,Neutrogena Skincare Skincare Routine #16 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_1596,SkincareByCassandra,2025-10-21T08:18:08.020614,55806,2196,146,4.2,389403,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.2,Tried this after seeing your video - game changer!,2025-10-25T08:18:08.020617,mock
71e1fb6307e,Neutrogena Skincare Skincare Routine #17 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_9727,SkincareByCassandra,2025-09-23T08:18:08.020621,88493,3574,353,4.44,479341,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.2,Been using this for 2 weeks and already seeing results,2025-10-25T08:18:08.020624,mock
c5cee7b1cf2,Neutrogena Skincare Skincare Routine #18 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_5132,DermatologyExperts,2025-09-02T08:18:08.020628,147873,8874,490,6.33,271173,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.4,Been using this for 2 weeks and already seeing results,2025-10-25T08:18:08.020632,mock
1ed01f28e4d,Neutrogena Skincare Skincare Routine #19 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_5873,BeautyRoutineDaily,2025-10-13T08:18:08.020636,82575,4023,217,5.13,81984,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.4,This is my holy grail product now,2025-10-25T08:18:08.020639,mock
0a10fbdaeef,Neutrogena Skincare Skincare Routine #20 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_1247,DermatologyExperts,2025-07-28T08:18:08.020645,57344,3857,227,7.12,149746,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.2,Finally found something that works for my sensitive skin,2025-10-25T08:18:08.020649,mock
d3318178425,Neutrogena Skincare Skincare Routine #21 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_8348,ClearSkinJourney,2025-10-21T08:18:08.020654,152924,6078,500,4.3,84870,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.1,Where can I buy this?,2025-10-25T08:18:08.020657,mock
2dc669c9f8f,Neutrogena Skincare Skincare Routine #22 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_3381,GlowingSkinTips,2025-08-13T08:18:08.020661,124304,9824,415,8.24,429318,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.5,Finally found something that works for my sensitive skin,2025-10-25T08:18:08.020664,mock
ce196a8c4de,Neutrogena Skincare Skincare Routine #23 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_7724,SkincareByCassandra,2025-09-23T08:18:08.020668,115063,4050,119,3.62,422375,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.0,Been using this for 2 weeks and already seeing results,2025-10-25T08:18:08.020671,mock
8d26a89fe3a,Neutrogena Skincare Skincare Routine #24 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_3149,BeautyRoutineDaily,2025-08-30T08:18:08.020676,178549,12375,775,7.36,245511,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.3,Where can I buy this?,2025-10-25T08:18:08.020679,mock
885ed1eb25d,Neutrogena Skincare Skincare Routine #25 - Dermatologist Approved,My neutrogena skincare routine that cleared my skin! #skincare #neutrogenaskincare #neutrogena,channel_3094,GlowingSkinTips,2025-09-23T08:18:08.020683,195273,8354,399,4.48,203908,True,PT45S,neutrogena skincare|skincare|beauty|neutrogena,skincare|neutrogenaskincare|neutrogena|beauty,0.5,Love this! The price point is amazing too,2025-10-25T08:18:08.020686,mock
3200404c422,Hydro Boost Skincare Routine #1 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_4857,SkincareByCassandra,2025-08-17T08:18:08.020696,205311,8664,755,4.59,400496,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.4,How long did it take to see results?,2025-10-25T08:18:08.020700,mock
e60b89ca3c7,Hydro Boost Skincare Routine #2 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_5458,BeautyRoutineDaily,2025-08-04T08:18:08.020704,209047,10024,802,5.18,465904,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.4,This is my holy grail product now,2025-10-25T08:18:08.020708,mock
5ca665d2947,Hydro Boost Skincare Routine #3 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_6554,ClearSkinJourney,2025-08-10T08:18:08.020712,328947,15469,497,4.85,304465,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.1,Tried this after seeing your video - game changer!,2025-10-25T08:18:08.020715,mock
d048e7812a4,Hydro Boost Skincare Routine #4 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_4727,GlowingSkinTips,2025-10-14T08:18:08.020720,297072,21715,1194,7.71,490501,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.5,This is my holy grail product now,2025-10-25T08:18:08.020722,mock
50de535db09,Hydro Boost Skincare Routine #5 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_1613,DermatologyExperts,2025-10-19T08:18:08.020729,289218,14083,1436,5.37,222784,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.3,Where can I buy this?,2025-10-25T08:18:08.020732,mock
772a8542674,Hydro Boost Skincare Routine #6 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_9378,BeautyRoutineDaily,2025-07-28T08:18:08.020736,256490,12663,912,5.29,211129,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.3,This is my holy grail product now,2025-10-25T08:18:08.020739,mock
768c2afbf70,Hydro Boost Skincare Routine #7 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_9065,BeautyRoutineDaily,2025-09-12T08:18:08.020743,225430,12794,362,5.84,268821,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.3,Tried this after seeing your video - game changer!,2025-10-25T08:18:08.020746,mock
4c6a128a4f8,Hydro Boost Skincare Routine #8 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_3283,GlowingSkinTips,2025-10-23T08:18:08.020750,335257,11208,1186,3.7,415763,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.4,Where can I buy this?,2025-10-25T08:18:08.020753,mock
bcbb1d6d585,Hydro Boost Skincare Routine #9 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_1642,DermatologyExperts,2025-08-13T08:18:08.020760,240286,14175,982,6.31,116112,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.4,Been using this for 2 weeks and already seeing results,2025-10-25T08:18:08.020858,mock
dfcb5857366,Hydro Boost Skincare Routine #10 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_6388,SkincareByCassandra,2025-08-23T08:18:08.020873,307410,17408,884,5.95,324411,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.1,This product changed my skin! So glad I tried it,2025-10-25T08:18:08.020880,mock
4939282e86b,Hydro Boost Skincare Routine #11 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_1699,GlowingSkinTips,2025-10-08T08:18:08.020886,324759,25546,1283,8.26,363441,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.5,This product changed my skin! So glad I tried it,2025-10-25T08:18:08.020890,mock
c18299f3439,Hydro Boost Skincare Routine #12 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_4857,DermatologyExperts,2025-10-08T08:18:08.020894,314509,13348,976,4.55,87007,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.6,This is my holy grail product now,2025-10-25T08:18:08.020898,mock
30574910e1c,Hydro Boost Skincare Routine #13 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_5278,SkincareByCassandra,2025-09-28T08:18:08.020904,257486,16864,1278,7.05,225615,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.5,Finally found something that works for my sensitive skin,2025-10-25T08:18:08.020907,mock
08c33c265fb,Hydro Boost Skincare Routine #14 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_7726,SkincareByCassandra,2025-10-24T08:18:08.020914,220287,13110,255,6.07,187659,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.3,My dermatologist recommended this and it works!,2025-10-25T08:18:08.020917,mock
fbc3cc20554,Hydro Boost Skincare Routine #15 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_3825,ClearSkinJourney,2025-09-11T08:18:08.020921,341215,24538,1631,7.67,407649,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.5,My dermatologist recommended this and it works!,2025-10-25T08:18:08.020925,mock
48e04df83b9,Hydro Boost Skincare Routine #16 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_8969,ClearSkinJourney,2025-08-31T08:18:08.020929,290476,22485,1390,8.22,108572,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.4,Been using this for 2 weeks and already seeing results,2025-10-25T08:18:08.020932,mock
5b3d78e468e,Hydro Boost Skincare Routine #17 - Dermatologist Approved,My hydro boost routine that cleared my skin! #skincare #hydroboost #neutrogena,channel_7247,SkincareByCassandra,2025-09-14T08:18:08.020937,288168,9602,746,3.59,133131,True,PT45S,hydro boost|skincare|beauty|neutrogena,skincare|hydroboost|neutrogena|beauty,0.3,How long did it take to see results?,2025-10-25T08:18:08.020940,mock
